itemno,wordA,wordB,enc_gyak.thisRepN,enc_gyak.thisTrialN,enc_gyak.thisN,enc_gyak.thisIndex,rec_gyak.thisRepN,rec_gyak.thisTrialN,rec_gyak.thisN,rec_gyak.thisIndex,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,enc_loop.thisRepN,enc_loop.thisTrialN,enc_loop.thisN,enc_loop.thisIndex,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,int.started,int.stopped,int_key.keys,int_key.rt,int_key.started,int_key.stopped,prepare_gyak_text.started,prepare_gyak_text.stopped,fix.started,fix.stopped,word1.started,word1.stopped,word2.started,word2.stopped,gykrec_inst.started,gykrec_inst.stopped,gyakrec_inst.keys,gyakrec_inst.rt,gyakrec_inst.started,gyakrec_inst.stopped,cueword,cueword1.started,cueword1.stopped,cue_resp.keys,cue_resp.rt,cue_resp.started,cue_resp.stopped,cue_cont_text.started,cue_cont_text.stopped,cue_space.started,cue_space.stopped,test_ansbox.text,test_ansbox.started,test_ansbox.stopped,ans_text.started,ans_text.stopped,ans_continue.keys,ans_continue.rt,ans_continue.started,ans_continue.stopped,main_prep.started,main_prep.stopped,main_prep_resp.keys,main_prep_resp.rt,main_prep_resp.started,main_prep_resp.stopped,preparation.started,preparation.stopped,break_text.started,break_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test_instruction.started,test_instruction.stopped,test_i_key.keys,test_i_key.rt,test_i_key.started,test_i_key.stopped,rep_routine.keys,rep_routine.rt,rep_routine.started,rep_routine.stopped,encrep_textbox.started,encrep_textbox.stopped,Résztvevő kódja,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.54546746640699,None,4,30.201770940271672,123.54546746640699,None,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
9,szilva,kecske,,,,,,,,,0,0,0,0,0,0,0,8,,,,,,,,,,,,,157.83737093955278,None,158.81039537175093,None,158.81039537175093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.7813966984977,None,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,164.78059647552436,None,165.79778089752654,None,165.79778089752654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
3,fogó,limonádé,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,171.78322853409918,None,172.78872061986476,None,172.78872061986476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
6,menta,triatlon,,,,,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,178.7916335184127,None,179.79336085548857,None,179.79336085548857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,0,4,4,6,,,,,,,,,,,,,185.78992857399862,None,186.80390246299794,None,186.80390246299794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
8,szalvéta,puska,,,,,,,,,0,0,0,0,0,5,5,7,,,,,,,,,,,,,192.78258723614272,None,193.79987460171105,None,193.79987460171105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
4,mocsár,ananász,,,,,,,,,0,0,0,0,0,6,6,3,,,,,,,,,,,,,199.78199974249583,None,200.79783532390138,None,200.79783532390138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
2,kötény,tisztás,,,,,,,,,0,0,0,0,0,7,7,1,,,,,,,,,,,,,206.77921746717766,None,207.78587552101817,None,207.78587552101817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
10,málna,dominó,,,,,,,,,0,0,0,0,0,8,8,9,,,,,,,,,,,,,213.78180163056822,None,214.78843076067278,None,214.78843076067278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
5,karton,hentes,,,,,,,,,0,0,0,0,0,9,9,4,,,,,,,,,,,,,220.77907253761077,None,221.78807216876885,None,221.78807216876885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
9,szilva,kecske,,,,,,,,,0,0,0,0,,,,,0,0,0,8,,,,,,,,,265.6921570688719,None,,,,,,,,,,,szilva,266.69822607404785,None,4,2.4961180013488047,266.69822607404785,None,266.69822607404785,None,266.69822607404785,None,,269.2268988111755,None,269.2268988111755,None,down,17.959635237697512,269.2268988111755,None,,,,,,,261.67908137023915,None,227.78135626745643,None,u,23.533164621971082,227.78135626745643,None,251.37748596270103,None,4,10.25790224026423,251.37748596270103,None,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
4,mocsár,ananász,,,,,,,,,0,0,0,0,,,,,0,1,1,3,,,,,,,,,287.2114958415041,None,,,,,,,,,,,mocsár,288.2221410146449,None,4,9.202883104037028,288.2221410146449,None,288.2221410146449,None,288.2221410146449,None, antilop,297.46894152247114,None,297.46894152247114,None,down,7.333037979668006,297.46894152247114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
10,málna,dominó,,,,,,,,,0,0,0,0,,,,,0,2,2,9,,,,,,,,,304.84487213537795,None,,,,,,,,,,,málna,305.8587023388827,None,None,,305.8587023388827,None,305.8587023388827,None,305.8587023388827,None, ,320.86623525747564,None,320.86623525747564,None,down,3.3600894333794713,320.86623525747564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
8,szalvéta,puska,,,,,,,,,0,0,0,0,,,,,0,3,3,7,,,,,,,,,324.2627797747846,None,,,,,,,,,,,szalvéta,325.28643813403323,None,None,,325.28643813403323,None,325.28643813403323,None,325.28643813403323,None, ,340.26934545935364,None,340.26934545935364,None,down,5.7487623446504585,340.26934545935364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
2,kötény,tisztás,,,,,,,,,0,0,0,0,,,,,0,4,4,1,,,,,,,,,346.0505580411991,None,,,,,,,,,,,tisztás,347.0817228833912,None,None,,347.0817228833912,None,347.0817228833912,None,347.0817228833912,None, ,362.06326021958375,None,362.06326021958375,None,down,0.4342949485871941,362.06326021958375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
1,bagoly,kirakó,,,,,,,,,0,0,0,0,,,,,0,5,5,0,,,,,,,,,362.53361838229466,None,,,,,,,,,,,kirakó,363.5615885529551,None,None,,363.5615885529551,None,363.5615885529551,None,363.5615885529551,None, ,378.54356565407943,None,378.54356565407943,None,down,0.40186274982988834,378.54356565407943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
5,karton,hentes,,,,,,,,,0,0,0,0,,,,,0,6,6,4,,,,,,,,,378.98890790872974,None,,,,,,,,,,,hentes,379.99832273524953,None,None,,379.99832273524953,None,379.99832273524953,None,379.99832273524953,None, ,395.00374391127843,None,395.00374391127843,None,down,0.3899981153081171,395.00374391127843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
7,csavarhúzó,hering,,,,,,,,,0,0,0,0,,,,,0,7,7,6,,,,,,,,,395.4299231126788,None,,,,,,,,,,,csavarhúzó,396.44053842907306,None,None,,396.44053842907306,None,396.44053842907306,None,396.44053842907306,None, ,411.44615398492897,None,411.44615398492897,None,down,0.971130394958891,411.44615398492897,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
3,fogó,limonádé,,,,,,,,,0,0,0,0,,,,,0,8,8,2,,,,,,,,,412.43864190380555,None,,,,,,,,,,,fogó,413.4615336289862,None,None,,413.4615336289862,None,413.4615336289862,None,413.4615336289862,None, lepke,428.45842728362186,None,428.45842728362186,None,down,1.7990414119558409,428.45842728362186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
6,menta,triatlon,,,,,,,,,0,0,0,0,,,,,0,9,9,5,,,,,,,,,430.2878840090707,None,,,,,,,,,,,triatlon,431.3114764346392,None,4,7.580586150113959,431.3114764346392,None,431.3114764346392,None,431.3114764346392,None, medve,438.91471607791027,None,438.91471607791027,None,down,3.7423148431116715,438.91471607791027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19.46445741277421,442.71368222596357,None,442.71368222596357,None,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,466.23252338625025,None,467.22032877249876,None,467.22032877249876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.20485955826007,None,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
6,menta,triatlon,,,,,,,,,1,0,1,0,0,1,1,5,,,,,,,,,,,,,473.2104925305466,None,474.2166234262404,None,474.2166234262404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
9,szilva,kecske,,,,,,,,,1,0,1,0,0,2,2,8,,,,,,,,,,,,,480.21202610974433,None,481.2276977900765,None,481.2276977900765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
10,málna,dominó,,,,,,,,,1,0,1,0,0,3,3,9,,,,,,,,,,,,,487.21207369392505,None,488.220310112054,None,488.220310112054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
8,szalvéta,puska,,,,,,,,,1,0,1,0,0,4,4,7,,,,,,,,,,,,,494.212017401529,None,495.27389488066547,None,495.27389488066547,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,0,5,5,6,,,,,,,,,,,,,501.21297499438515,None,502.22252915235003,None,502.22252915235003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
5,karton,hentes,,,,,,,,,1,0,1,0,0,6,6,4,,,,,,,,,,,,,508.21070339379366,None,509.2256613113568,None,509.2256613113568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
3,fogó,limonádé,,,,,,,,,1,0,1,0,0,7,7,2,,,,,,,,,,,,,515.2059033002588,None,516.2252053740085,None,516.2252053740085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
4,mocsár,ananász,,,,,,,,,1,0,1,0,0,8,8,3,,,,,,,,,,,,,522.2126929103397,None,523.22294403665,None,523.22294403665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
2,kötény,tisztás,,,,,,,,,1,0,1,0,0,9,9,1,,,,,,,,,,,,,529.2114358170074,None,530.2211862208787,None,530.2211862208787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
7,csavarhúzó,hering,,,,,,,,,1,0,1,0,,,,,0,0,0,6,,,,,,,,,552.8354013275239,None,,,,,,,,,,,csavarhúzó,553.8370515346178,None,4,2.035404499794822,553.8370515346178,None,553.8370515346178,None,553.8370515346178,None, hering,555.9131271393853,None,555.9131271393853,None,down,2.3269260554225184,555.9131271393853,None,,,,,,,548.8101655369974,None,536.213881892967,None,u,5.178450646460988,536.213881892967,None,541.4229820417822,None,4,7.362435986811761,541.4229820417822,None,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
4,mocsár,ananász,,,,,,,,,1,0,1,0,,,,,0,1,1,3,,,,,,,,,558.2826422845246,None,,,,,,,,,,,mocsár,559.3141685177106,None,4,1.3439210737124085,559.3141685177106,None,559.3141685177106,None,559.3141685177106,None,ananász,560.6870534317568,None,560.6870534317568,None,down,8.176996374269947,560.6870534317568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
8,szalvéta,puska,,,,,,,,,1,0,1,0,,,,,0,2,2,7,,,,,,,,,568.9038354719523,None,,,,,,,,,,,szalvéta,569.919829045306,None,4,1.7692543340381235,569.919829045306,None,569.919829045306,None,569.919829045306,None, puska,571.7202780782827,None,571.7202780782827,None,down,2.5836598396417685,571.7202780782827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
1,bagoly,kirakó,,,,,,,,,1,0,1,0,,,,,0,3,3,0,,,,,,,,,574.3436044678092,None,,,,,,,,,,,kirakó,575.3520206484245,None,4,2.8449122553574853,575.3520206484245,None,575.3520206484245,None,575.3520206484245,None,bagoly,578.2269631897798,None,578.2269631897798,None,down,4.572917943063658,578.2269631897798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
9,szilva,kecske,,,,,,,,,1,0,1,0,,,,,0,4,4,8,,,,,,,,,582.8392721299315,None,,,,,,,,,,,szilva,583.8525546487654,None,4,2.083335147530306,583.8525546487654,None,583.8525546487654,None,583.8525546487654,None, kecske,585.9719222207204,None,585.9719222207204,None,down,2.188243658398278,585.9719222207204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
6,menta,triatlon,,,,,,,,,1,0,1,0,,,,,0,5,5,5,,,,,,,,,588.1819796513882,None,,,,,,,,,,,triatlon,589.2083521752502,None,4,1.339506318734493,589.2083521752502,None,589.2083521752502,None,589.2083521752502,None,menta,590.5843925739173,None,590.5843925739173,None,down,2.1195330281043425,590.5843925739173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
2,kötény,tisztás,,,,,,,,,1,0,1,0,,,,,0,6,6,1,,,,,,,,,592.737135320087,None,,,,,,,,,,,tisztás,593.7471351521672,None,4,1.8079583150101826,593.7471351521672,None,593.7471351521672,None,593.7471351521672,None,kötény,595.5940894844243,None,595.5940894844243,None,down,4.149714463739656,595.5940894844243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
5,karton,hentes,,,,,,,,,1,0,1,0,,,,,0,7,7,4,,,,,,,,,599.7716394524905,None,,,,,,,,,,,hentes,600.7799719719915,None,4,1.3481094149756245,600.7799719719915,None,600.7799719719915,None,600.7799719719915,None,karton,602.15288829786,None,602.15288829786,None,down,2.166937450761907,602.15288829786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
10,málna,dominó,,,,,,,,,1,0,1,0,,,,,0,8,8,9,,,,,,,,,604.3469835669966,None,,,,,,,,,,,málna,605.3651221607579,None,4,3.3176514934166335,605.3651221607579,None,605.3651221607579,None,605.3651221607579,None,dominó,608.7281048991717,None,608.7281048991717,None,down,2.21559989976231,608.7281048991717,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
3,fogó,limonádé,,,,,,,,,1,0,1,0,,,,,0,9,9,2,,,,,,,,,610.9650212698616,None,,,,,,,,,,,fogó,611.9824572970974,None,4,5.923556473106146,611.9824572970974,None,611.9824572970974,None,611.9824572970974,None, lepke,617.9388571212185,None,617.9388571212185,None,down,3.052849235245958,617.9388571212185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21.21157545951428,621.0299590651994,None,621.0299590651994,None,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
5,karton,hentes,,,,,,,,,2,0,2,0,0,0,0,4,,,,,,,,,,,,,646.294994890166,None,647.2848075204529,None,647.2848075204529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.2722440515063,None,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
9,szilva,kecske,,,,,,,,,2,0,2,0,0,1,1,8,,,,,,,,,,,,,653.279248256993,None,654.2903307069791,None,654.2903307069791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
8,szalvéta,puska,,,,,,,,,2,0,2,0,0,2,2,7,,,,,,,,,,,,,660.2813245446887,None,661.2983145868639,None,661.2983145868639,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
2,kötény,tisztás,,,,,,,,,2,0,2,0,0,3,3,1,,,,,,,,,,,,,667.2757963819895,None,668.2821098392596,None,668.2821098392596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
4,mocsár,ananász,,,,,,,,,2,0,2,0,0,4,4,3,,,,,,,,,,,,,674.278475402738,None,675.2861927489284,None,675.2861927489284,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
3,fogó,limonádé,,,,,,,,,2,0,2,0,0,5,5,2,,,,,,,,,,,,,681.2773175208713,None,682.2953136730939,None,682.2953136730939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
7,csavarhúzó,hering,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,688.2755506858812,None,689.2834963117493,None,689.2834963117493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
10,málna,dominó,,,,,,,,,2,0,2,0,0,7,7,9,,,,,,,,,,,,,695.2754570725374,None,696.2918838796904,None,696.2918838796904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
6,menta,triatlon,,,,,,,,,2,0,2,0,0,8,8,5,,,,,,,,,,,,,702.2796964191366,None,703.2999778562807,None,703.2999778562807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
1,bagoly,kirakó,,,,,,,,,2,0,2,0,0,9,9,0,,,,,,,,,,,,,709.276677466929,None,710.2957419307786,None,710.2957419307786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
5,karton,hentes,,,,,,,,,2,0,2,0,,,,,0,0,0,4,,,,,,,,,724.4831925194012,None,,,,,,,,,,,hentes,725.4835169005091,None,4,0.9073946445714682,725.4835169005091,None,725.4835169005091,None,725.4835169005091,None,karton,726.4212917147088,None,726.4212917147088,None,down,4.665586744144093,726.4212917147088,None,,,,,,,720.4581822095206,None,716.280113791523,None,u,2.6309202656848356,716.280113791523,None,718.9392508569872,None,4,1.480934603139758,718.9392508569872,None,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
4,mocsár,ananász,,,,,,,,,2,0,2,0,,,,,0,1,1,3,,,,,,,,,731.118649766082,None,,,,,,,,,,,mocsár,732.1360248358687,None,4,0.916814758151304,732.1360248358687,None,732.1360248358687,None,732.1360248358687,None,ananász,733.0812793863588,None,733.0812793863588,None,down,2.181884172023274,733.0812793863588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,104096,2022_Apr_01_1644,palt,2021.1.2,59.982911876498896,
